Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
864,49.0,Female,Sneakers,Footwear,2903,bhopal,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42, UPI ,Fortnightly
865,51.0,Female,Kurta,Clothing,4368,Bengaluru,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,google pay,Annually
866,64.0,F,Jeans,Clothing,1825,Bengaluru,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Cash,Annually
867,67.0,Male,Cap,Accessories,5119,Delhi,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,paytm,Bi-Weekly
868,37.0,M,Jacket,Outerwear,1528,Ahmedabad,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Net Banking,Fortnightly
869,40.0,male,Shirt,Clothing,6088, Ahmedabad ,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,UPI,Every 3 Months
870,38.0,M,Scarf,Accessories,4196,chandigarh,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PhonePe,Weekly
871,66.0,Male,Jacket,Clothing,5094,Jaipur,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,PHONEPE,Bi-Weekly
872,47.0,M,Wallet,Accessories,3218, Chennai ,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,PhonePe,Quarterly
873,56.0,Male,Lehenga,Clothing,2602,Kochi,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Paytm,Quarterly
242,36.0,Female,Shirt,Clothing,6576,Kolkata,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Net Banking,Bi-Weekly
875,25.0,Female,Jacket,Outerwear,4935,CHENNAI,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,PhonePe,Every 3 Months
876,37.0,M,Slippers,Footwear,2992,Chennai,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,debit card,Every 3 Months
877,41.0,male,Watch,Accessories,3793,agra,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1,Cash,Weekly
878,64.0,Female,Backpack,Accessories,4933,Kochi,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45, UPI ,Every 3 Months
879,23.0,Male,Wallet,Accessories,6701,Hyderabad,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Cash,Weekly
880,62.0,M,Ethnic Top,Clothing,5532,Patna,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,,Quarterly
881,39.0,Male,Handbag,Accessories,5801,Lucknow,L,Red,Spring,,Yes,Express,Yes,Yes,25,Cash,Monthly
882,52.0,Male,Loafers,Footwear,4588,Vadodara,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,Debit Card,Annually
883,50.0,Male,Sneakers,Footwear,2474,Ahmedabad,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,PhonePe,Every 3 Months
884,28.0,Male,Boots,Footwear,2967,ahmedabad,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Cash,Monthly
885,67.0,Female,Shirt,Clothing,6834,Pune  ,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Net Banking,Weekly
886,41.0,Female,Saree,Clothing,7253,Ahmedabad,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49,Cash,Every 3 Months
887,19.0,Male,Ethnic Top,Clothing,3888, Kochi ,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48,UPI,Monthly
888,70.0,Male,Belt,Accessories,3671, Agra ,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,Net Banking,Fortnightly
889,49.0,Male,Sunglasses,Accessories,5674, Kolkata ,S,Gold,Spring,,Yes,Express,Yes,Yes,44,debit card,Annually
890,59.0,Female,Scarf,Accessories,6272,Delhi,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50, Paytm ,Weekly
891,52.0,Male,Sunglasses,Accessories,3641,Surat,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47, Google Pay ,Monthly
892,20.0,female,T-Shirt,Clothing,1805,delhi,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Every 3 Months
893,31.0,F,Saree,Clothing,4825,Nagpur,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43,CREDIT CARD,Monthly
894,33.0,Male,Wallet,Accessories,3670,Delhi,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14,PhonePe,Monthly
895,44.0,Male,T-Shirt,Clothing,4366,Surat,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
896,,Male,Watch,Accessories,5171,Mumbai,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Net Banking,Quarterly
897,69.0,Male,Belt,Accessories,2116,Kochi,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Google Pay,Fortnightly
898,29.0,Male,Lehenga,Clothing,6947,AHMEDABAD,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46,paytm,Weekly
899,54.0,M,Backpack,Accessories,5072,Ahmedabad,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Every 3 Months
900,65.0,Male,Jeans,Clothing,4243,AGRA,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20,Paytm,Annually
901,54.0,Male,Shawl,Accessories,7391,Pune,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42,Google Pay,Quarterly
902,60.0,Female,Backpack,Accessories,5136,Agra,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34,Credit Card,Monthly
903,43.0,Male,Backpack,Accessories,3153,kolkata,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,debit card,Monthly
904,44.0,Other,Jacket,Outerwear,3312,kolkata,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3,PhonePe,Quarterly
905,69.0,Female,Saree,Clothing,999999,Bengaluru,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46,upi,Every 3 Months
906,46.0,Female,Ethnic Top,Clothing,5171,pune,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Cash,Annually
907,41.0,F,Jeans,Clothing,4040,Agra,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21, Paytm ,Bi-Weekly
908,32.0,Male,Jeans,Clothing,3122,,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Net Banking,Bi-Weekly
909,26.0,Male,Watch,Accessories,7407,LUCKNOW,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9, Google Pay ,Every 3 Months
910,61.0,Female,Wallet,Accessories,4127,Varanasi,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,Debit Card,Weekly
911,49.0,Female,T-Shirt,Clothing,1903,Surat,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Net Banking,Monthly
912,53.0,Female,Kurti,Clothing,5666,Surat,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2,Credit Card,Quarterly
913,24.0,Female,Trousers,Clothing,4085, Delhi ,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,PhonePe,Monthly
914,37.0,male,Slippers,Footwear,3580,Varanasi,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,NET BANKING,Every 3 Months
915,43.0,Male,Kurta,Clothing,5033,Pune,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27, Credit Card ,Every 3 Months
916,31.0,M,Shirt,Clothing,1664,Hyderabad,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,PhonePe,Fortnightly
917,49.0,Male,Ethnic Top,Clothing,2723,Kolkata,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Debit Card,Monthly
918,69.0,Male,Trousers,Clothing,4699,Delhi,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,UPI,Quarterly
919,65.0,Female,Shirt,Clothing,2998, Chennai ,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11,UPI,Fortnightly
920,41.0,Female,T-Shirt,Clothing,6150,delhi,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17, Net Banking ,Bi-Weekly
921,37.0,M,Wallet,Accessories,6132,Hyderabad,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37, Cash ,Weekly
922,70.0,Female,Coat,Outerwear,1975,mumbai,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,Net Banking,Weekly
923,63.0,Female,Mojaris,Footwear,4477,Lucknow,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,GOOGLE PAY,Monthly
924,55.0,Female,T-Shirt,Clothing,1844,chennai,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7, Google Pay ,Weekly
925,52.0,Male,Trousers,Clothing,5772,Lucknow,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37,phonepe,Quarterly
926,22.0,Female,Trousers,Clothing,6741,Delhi,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8, PhonePe ,Monthly
927,54.0,Female,Shirt,Clothing,4695,kolkata,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11, PhonePe ,Bi-Weekly
928,28.0,Male,Mojaris,Footwear,5982,PATNA,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,Net Banking,Bi-Weekly
929,67.0,Male,Jacket,Clothing,2710,SURAT,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,PhonePe,Every 3 Months
930,59.0,Female,Sneakers,Footwear,6908,Hyderabad,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Cash,Fortnightly
931,26.0,Male,Trousers,Clothing,5842,Patna,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,net banking,Bi-Weekly
932,24.0,Male,Coat,Outerwear,2767,VARANASI,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24,debit card,Fortnightly
933,62.0,M,Jacket,Clothing,1859,Surat,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,70.0,Other,Loafers,Footwear,6472, Ahmedabad ,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,UPI,Monthly
935,45.0,Female,Ethnic Top,Clothing,3419,Chennai  ,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,GOOGLE PAY,Monthly
936,58.0,Other,T-Shirt,Clothing,3749,Surat,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Cash,Fortnightly
937,31.0,male,Boots,Footwear,6140, Hyderabad ,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Google Pay,Weekly
938,32.0,Female,Trousers,Clothing,1978,Bhopal  ,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,Paytm,Quarterly
939,36.0,female,T-Shirt,Clothing,7328,PATNA,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,google pay,Fortnightly
940,25.0,Female,Kurta,Clothing,6481,MUMBAI,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24,Google Pay,Monthly
941,48.0,Male,Backpack,Accessories,3315,agra,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,Credit Card,Every 3 Months
942,39.0,Male,Belt,Accessories,2493,AGRA,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,Credit Card,Every 3 Months
943,26.0,M,Ethnic Top,Clothing,6693,Hyderabad,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,Cash,Bi-Weekly
944,32.0,Female,Watch,Accessories,4605, Hyderabad ,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13, Paytm ,Fortnightly
945,54.0,Male,Backpack,Accessories,7104,Chandigarh  ,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39,PhonePe,Bi-Weekly
946,38.0,Male,Sneakers,Footwear,2722,chennai,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,Paytm,Every 3 Months
947,46.0,Male,Coat,Outerwear,1861,varanasi,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4,Paytm,Quarterly
3559,68.0,Male,Shawl,Accessories,7171,INDORE,L,Magenta,Summer,4.8,No,Standard,No,No,9,Credit Card,Quarterly
949,49.0,Female,Backpack,Accessories,6757,Lucknow,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,Debit Card,Every 3 Months
950,33.0,male,Kurta,Clothing,2712,AHMEDABAD,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49,google pay,Monthly
951,54.0,Female,Belt,Accessories,2896,Kolkata,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,upi,Quarterly
952,47.0,Female,Jeans,Clothing,3890,Kolkata,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34,Cash,Monthly
953,36.0,Male,Scarf,Accessories,5524,Ahmedabad,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28, Debit Card ,Monthly
954,68.0,Female,Scarf,Accessories,3842,Surat  ,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,cash,Quarterly
955,60.0,Female,Sunglasses,Accessories,5556,KOCHI,S,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18,Google Pay,Every 3 Months
956,55.0,Female,Kurti,Clothing,5757,CHANDIGARH,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4,Cash,Monthly
957,29.0,Male,Kurti,Clothing,7301,Bhopal,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,paytm,Quarterly
958,38.0,Male,Backpack,Accessories,1812, Patna ,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Net Banking,Quarterly
959,70.0,Male,Sneakers,Footwear,3821,Ahmedabad,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,google pay,Bi-Weekly
960,36.0,Female,Kurta,Clothing,7334, Vadodara ,M,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12,phonepe,Fortnightly
961,18.0,Female,,Accessories,3599,DELHI,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20,Phone Pay,Quarterly
962,62.0,Female,Slippers,Footwear,5409,Surat,L,Olive,Fall,,Yes,Next Day Air,Yes,Yes,37,paytm,Quarterly
963,29.0,Male,Handbag,Accessories,4975,ahmedabad,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26,Cash,Fortnightly
964,21.0,male,Boots,Footwear,4678,Chandigarh  ,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Weekly
965,42.0,Female,Sandals,Footwear,3634,Bhopal,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12,PhonePe,Bi-Weekly
966,43.0,M,Sandals,Footwear,4277,Bhopal,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10,PAYTM,Annually
967,58.0,Female,Shirt,Clothing,4081,Hyderabad,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19,UPI,Annually
968,27.0,Male,Lehenga,Clothing,2010,Indore,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4,CREDIT CARD,Weekly
969,57.0,Male,Trousers,Clothing,4901,Hyderabad,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48, PhonePe ,Quarterly
970,40.0,Male,,Outerwear,2381,Chennai,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,Net Banking,Monthly
971,45.0,Male,T-Shirt,Clothing,4880,chennai,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4,Paytm,Monthly
972,47.0,Male,Handbag,Accessories,4891,AHMEDABAD,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15,paytm,Weekly
973,61.0,Male,Mojaris,Footwear,4602,lucknow,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33, UPI ,Weekly
974,60.0,Male,,Outerwear,5587,nagpur,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30,Net Banking,Quarterly
975,69.0,Male,Ethnic Top,Clothing,6564,Jaipur,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23,UPI,Monthly
976,58.0,Other,Ethnic Top,Clothing,3031,Agra,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2,Credit Card,Weekly
977,34.0,Female,Kurta,Clothing,6744,Kochi,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50,Debit Card,Every 3 Months
978,20.0,Male,Handbag,Accessories,1648,AHMEDABAD,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34,PhonePe,Bi-Weekly
979,56.0,Female,Scarf,Accessories,2829,Jaipur,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33, Paytm ,Weekly
980,64.0,Female,Cap,Accessories,2633, Chandigarh ,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34,Credit Card,Monthly
981,56.0,Female,Slippers,Footwear,7487,Delhi,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39,CASH,Every 3 Months
982,27.0,Female,Scarf,Accessories,3280,Kochi,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47, Credit Card ,Quarterly
983,35.0,Male,Coat,Outerwear,4765, Chennai ,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37,Cash,Monthly
984,24.0,Female,Shawl,Accessories,3470,KOCHI,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40,UPI,Bi-Weekly
985,26.0,Female,Shoes,Footwear,5979,HYDERABAD,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8,PAYTM,Bi-Weekly
986,32.0,Other,Sunglasses,Accessories,6019,Delhi,M,Gray,Fall,5.0,Yes,Express,Yes,Yes,12,Google Pay,Annually
987,54.0,Male,Watch,Accessories,7376,Agra,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36,Debit Card,Monthly
988,62.0,male,Sunglasses,Accessories,3471,Ahmedabad,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48,debit card,Weekly
989,50.0,M,Jacket,Clothing,6358,SURAT,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47, UPI ,Fortnightly
990,70.0,female,Shoes,Footwear,2416, Surat ,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2,CASH,Monthly
991,48.0,F,Cap,Accessories,4823,Jaipur,S,Yellow,Spring,4.8,Yes,Store Pickup,Yes,Yes,24,Paytm,Weekly
992,20.0,Male,T-Shirt,Clothing,7217,Jaipur,XL,White,Spring,,Yes,Standard,Yes,Yes,40,Net Banking,Bi-Weekly
993,46.0,Male,Jacket,Outerwear,7459,LUCKNOW,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Credit Card,Weekly
994,51.0,Female,Boots,Footwear,6664,VARANASI,M,Peach,Winter,,Yes,Store Pickup,Yes,Yes,25,Debit Card,Weekly
995,53.0,Male,Mojaris,Footwear,5264,Jaipur,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,credit card,Monthly
996,44.0,Female,Belt,Accessories,5889, Bengaluru ,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,phonepe,Weekly
997,29.0,Female,Slippers,Footwear,6832,varanasi,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,GOOGLE PAY,Quarterly
998,64.0,Male,Kurta,Clothing,2213,CHANDIGARH,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31, UPI ,Fortnightly
999,51.0,Female,Slippers,Footwear,6633,Kolkata  ,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,cash,Bi-Weekly
1000,50.0,Male,Kurta,Clothing,1976,Mumbai,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly
1001,43.0,female,T-Shirt,Clothing,3410,Pune,M,Red,Winter,3.9,Yes,Express,Yes,Yes,1,net banking,Bi-Weekly
1002,61.0,female,Kurti,Clothing,4304,Vadodara,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,PhonePe,Fortnightly
1003,55.0,,Boots,Footwear,4302,Mumbai  ,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Net Banking,Bi-Weekly
1004,56.0,Male,Belt,Accessories,4990,NAGPUR,M,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3,PhonePe,Bi-Weekly
1005,33.0,M,Wallet,Accessories,5811,Chandigarh  ,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,google pay,Annually
1006,43.0,male,Scarf,Accessories,7119, Bhopal ,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,UPI,Bi-Weekly
1007,21.0,male,Kurti,Clothing,6128,Agra,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,UPI,Quarterly
1008,58.0,Male,Shawl,Accessories,4788, Pune ,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,CREDIT CARD,Annually
1009,41.0,Male,Scarf,Accessories,6349,varanasi,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,UPI,Annually
3861,57.0,M,Belt,Accessories,4683, Chandigarh ,M,Turquoise,Summer,4.4,No,Next Day Air,No,No,44,upi,Annually
1011,54.0,M,Trousers,Clothing,1987, Delhi ,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly
1012,43.0,Male,Watch,Accessories,1885,NAGPUR,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32, UPI ,Fortnightly
1013,28.0,F,Sneakers,Footwear,2669,chandigarh,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,27,Cash,Annually
1014,59.0,Female,Watch,Accessories,5197,Vadodara,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Cash,Bi-Weekly
1015,28.0,M,Shoes,Footwear,7083, Nagpur ,M,Violet,Summer,3.0,Yes,Standard,Yes,Yes,36,Google Pay,Fortnightly
1016,68.0,Male,Backpack,Accessories,1652,Pune  ,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,PhonePe,Weekly
1017,20.0,Male,Wallet,Accessories,2126,Nagpur,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Paytm,Every 3 Months
1018,21.0,Male,Jacket,Outerwear,3980,Varanasi,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,14,GOOGLE PAY,Annually
1019,50.0,Male,Jacket,Clothing,5365,Jaipur,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Google Pay,Weekly
1020,32.0,Female,Shirt,Clothing,5801,Nagpur,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,UPI,Bi-Weekly
1021,24.0,F,Sunglasses,Accessories,7234, Varanasi ,M,Black,Fall,4.5,Yes,Express,Yes,Yes,41,credit card,Annually
1022,55.0,Female,Coat,Outerwear,3954, Ahmedabad ,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,Net Banking,Weekly
1023,61.0,Male,Handbag,Accessories,2986, Nagpur ,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Credit Card,Annually
1024,61.0,Female,Handbag,Accessories,5475,Pune,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
1025,28.0,Female,T-Shirt,Clothing,4914,Delhi,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,PHONEPE,Quarterly
1026,60.0,Male,Ethnic Top,Clothing,6378, Patna ,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,upi,Annually
1027,49.0,Male,Wallet,Accessories,6951,AGRA,L,Turquoise,Winter,3.0,Yes,Express,Yes,Yes,39,Credit Card,Bi-Weekly
1028,33.0,M,Shawl,Accessories,6619,Agra,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly
1029,45.0,Male,Kurta,Clothing,2717,NAGPUR,S,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,4, Debit Card ,Fortnightly
1030,29.0,F,Wallet,Accessories,1814,Patna,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Net Banking,Bi-Weekly
1031,58.0,Male,Coat,Outerwear,6663,Indore,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,paytm,Quarterly
1032,22.0,Male,Boots,Footwear,3882,Ahmedabad,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,debit card,Quarterly
1033,55.0,M,Slippers,Footwear,2805,Agra,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Net Banking,Quarterly
1034,19.0,Male,Ethnic Top,Clothing,3823,Vadodara,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,upi,Quarterly
1035,68.0,Female,Kurta,Clothing,-500,Delhi  ,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,UPI,Weekly
1036,61.0,Female,T-Shirt,Clothing,6731,Kochi,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,credit card,Annually
1037,68.0,F,Handbag,Accessories,3620,Agra,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Net Banking,Monthly
1038,52.0,Male,Belt,Accessories,1696,surat,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,GPay,Quarterly
1039,41.0,Female,Kurti,Clothing,5717,VADODARA,XL,Cyan,Fall,3.0,Yes,Express,Yes,Yes,3,UPI,Weekly
1040,29.0,Male,Wallet,Accessories,3289,mumbai,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Google Pay,Monthly
1041,68.0,Female,,Clothing,1487, Nagpur ,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,7,PhonePe,Fortnightly
1042,36.0,M,Lehenga,Clothing,1722,Vadodara,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly
1043,55.0,Male,Handbag,Accessories,5982,Kolkata,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,PhonePe,Weekly
1044,28.0,Male,Jacket,Clothing,5574,agra,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Net Banking,Fortnightly
1045,39.0,Male,Saree,Clothing,2258,HYDERABAD,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Net Banking,Every 3 Months
1046,54.0,F,Shirt,Clothing,5907,Delhi,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Bi-Weekly
1047,40.0,Male,Boots,Footwear,1556,AHMEDABAD,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,PhonePe,Annually
1048,31.0,Male,Kurti,Clothing,2687,Pune  ,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7,Debit Card,Fortnightly
1049,30.0,Male,Saree,Clothing,5838,Bengaluru,L,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,19,Net Banking,Fortnightly
1050,45.0,Female,Backpack,Accessories,2360,Lucknow  ,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Debit Card,Quarterly
